TRAFFIC,IntersectionStatus,DE-BY-NUL,2020-01-02T10:31:00.000Z,2020-06-01T23:00:02.000Z
TRAFFIC,IntersectionDescription,DE-BY-NUL,2020-01-02T10:31:00.000Z,2020-06-01T23:00:02.000Z
TRAFFIC,IntersectionFeature,DE-BY-NUL,2020-01-02T10:31:00.000Z,2020-06-01T23:00:02.000Z
TRAFFIC,Subsystem_Data,DE-BW-FDH,2020-01-02T10:31:00.000Z,2020-06-01T23:00:02.000Z
TRAFFIC,Subsystem_Description,DE-BW-FDH,2020-01-02T10:31:00.000Z,2020-06-01T23:00:02.000Z
TRAFFIC,TrafficData_detectorGroup_Description,DE-BW-FDH,2020-01-02T10:31:00.000Z,2020-06-01T23:00:02.000Z
TRAFFIC,TrafficData_detectorGroup_currentValue,DE-BW-FDH,2020-01-02T10:31:00.000Z,2020-06-01T23:00:02.000Z
TRAFFIC,TrafficData_detectorGroup_calculatedValue,DE-BW-FDH,2020-01-02T10:31:00.000Z,2020-06-01T23:00:02.000Z
TRAFFIC,TrafficData_trafficSubSection_accumulatedValue,DE-BW-FDH,2020-01-02T10:31:00.000Z,2020-06-01T23:00:02.000Z
TRAFFIC,TrafficData_trafficSubSection_losValue,DE-BY-NUL,2020-01-02T10:31:00.000Z,2020-06-01T23:00:02.000Z
